board,turn,move_num,result,material_balance_pawn,material_balance_knight,material_balance_bishop,material_balance_rook,material_balance_queen,mobility_pawn,mobility_knight,mobility_bishop,mobility_rook,mobility_queen,mobility_king
r4rk1/pp3p1p/6p1/3q1b2/3p4/P2R4/1PP2PPP/2K1R3 b - - 1 20,0,20,2,0,0,3,0,9,-3,0,7,-12,15,-1
r4rk1/pp3p1p/6p1/5b2/3p4/P2R4/qPP2PPP/2K1R3 w - - 2 21,1,21,0,0,0,-3,0,-9,3,0,-7,12,-8,0
r4rk1/pp3p1p/6p1/5b2/3p4/P3R3/qPP2PPP/2K1R3 b - - 3 21,0,21,2,0,0,3,0,9,-1,0,8,-9,8,0
r4rk1/pp3p1p/6p1/5b2/8/P3p3/qPP2PPP/2K1R3 w - - 0 22,1,22,0,0,0,-3,-5,-9,2,0,-8,-2,-8,-1
r4rk1/pp3p1p/6p1/5b2/8/P3R3/qPP2PPP/2K5 b - - 0 22,0,22,2,-1,0,3,5,9,-3,0,8,-5,8,0
2r2rk1/pp3p1p/6p1/5b2/8/P3R3/qPP2PPP/2K5 w - - 1 23,1,23,0,1,0,-3,-5,-9,3,0,-7,1,-8,0
2r2rk1/pp3p1p/6p1/5b2/8/P1R5/qPP2PPP/2K5 b - - 2 23,0,23,2,-1,0,3,5,9,-1,0,7,0,8,0
5rk1/pp3p1p/6p1/5b2/8/P1r5/qPP2PPP/2K5 w - - 0 24,1,24,0,1,0,-3,-10,-9,2,0,-8,-18,-8,0
5rk1/pp3p1p/6p1/5b2/8/P1r5/qPPK1PPP/8 b - - 1 24,0,24,2,-1,0,3,10,9,-2,0,8,18,8,-3
5rk1/pp3p1p/6p1/5b2/8/P1r5/1qPK1PPP/8 w - - 0 25,1,25,0,0,0,-3,-10,-9,-1,0,-8,-18,-10,1
5rk1/pp3p1p/6p1/5b2/8/P1r5/1qP1KPPP/8 b - - 1 25,0,25,2,0,0,3,10,9,1,0,8,18,10,-2
5rk1/pp3p1p/6p1/5b2/8/P1r5/2q1KPPP/8 w - - 0 26,1,26,0,-1,0,-3,-10,-9,-8,0,-7,-17,-11,0
5rk1/pp3p1p/6p1/5b2/8/P1r5/2q2PPP/4K3 b - - 1 26,0,26,2,1,0,3,10,9,1,0,7,17,12,1
5rk1/pp3p1p/6p1/5b2/8/P1r5/5PPP/2q1K3 w - - 2 27,1,27,0,-1,0,-3,-10,-9,-8,0,-9,-18,-12,-1
5rk1/pp3p1p/6p1/5b2/8/P1r5/4KPPP/2q5 b - - 3 27,0,27,2,1,0,3,10,9,1,0,9,18,15,2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,0,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,2,0,0,0,0,0,0,0,0,0,-2,0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2,0,0,0,0,0,0,0,4,0,0,0
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq - 1 3,0,3,0,0,0,0,0,0,0,0,-4,0,1,-1
rnbqkbnr/1pp2ppp/4p3/p2p4/3PP3/3B4/PPP2PPP/RNBQK1NR w KQkq - 0 4,1,4,2,0,0,0,0,0,1,0,4,-2,-1,1
rnbqkbnr/1pp2ppp/4p3/p2P4/3P4/3B4/PPP2PPP/RNBQK1NR b KQkq - 0 4,0,4,0,-1,0,0,0,0,-1,0,-8,2,2,-1
rnbqkbnr/1pp2ppp/8/p2p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQkq - 0 5,1,5,2,0,0,0,0,0,1,0,4,-2,-1,1
rnbqkbnr/1pp2ppp/8/p2p4/2PP4/3B4/PP3PPP/RNBQK1NR b KQkq - 0 5,0,5,0,0,0,0,0,0,0,0,-2,2,-2,-1
rnbqk1nr/1pp2ppp/8/p2p4/1bPP4/3B4/PP3PPP/RNBQK1NR w KQkq - 1 6,1,6,2,0,0,0,0,0,-12,-4,-12,-2,-5,-1
rnbqk1nr/1pp2ppp/8/p2p4/1bPP4/3B4/PP1N1PPP/R1BQK1NR b KQkq - 2 6,0,6,0,0,0,0,0,0,1,3,4,1,-1,1
rnbqk1nr/1pp2ppp/8/p7/1bpP4/3B4/PP1N1PPP/R1BQK1NR w KQkq - 0 7,1,7,2,-1,0,0,0,0,-3,-3,-3,-1,-1,-1
rnbqk1nr/1pp2ppp/8/p7/1bBP4/8/PP1N1PPP/R1BQK1NR b KQkq - 0 7,0,7,0,0,0,0,0,0,1,3,3,1,1,1
r1bqk1nr/1pp2ppp/2n5/p7/1bBP4/8/PP1N1PPP/R1BQK1NR w KQkq - 1 8,1,8,2,0,0,0,0,0,1,-5,-3,-2,-1,-1
r1bqk1nr/1pp2ppp/2n5/p7/1bBP4/P7/1P1N1PPP/R1BQK1NR b KQkq - 0 8,0,8,0,0,0,0,0,0,-1,5,2,1,1,1
r1bqk1nr/1pp2ppp/2n5/p7/2BP4/P7/1P1b1PPP/R1BQK1NR w KQkq - 0 9,1,9,2,0,-3,0,0,0,-9,-9,-12,-3,-7,0
r1bqk1nr/1pp2ppp/2n5/p7/2BP4/P7/1P1B1PPP/R2QK1NR b KQkq - 0 9,0,9,0,0,3,-3,0,0,-1,6,-13,0,-1,1
r1bqk2r/1pp2ppp/2n2n2/p7/2BP4/P7/1P1B1PPP/R2QK1NR w KQkq - 1 10,1,10,2,0,-3,3,0,0,3,-9,13,-2,4,-2
r1bqk2r/1pp2ppp/2n2n2/p7/2BP4/P7/1P1BNPPP/R2QK2R b KQkq - 2 10,0,10,0,0,3,-3,0,0,-3,7,-11,0,0,2
r1bq1rk1/1pp2ppp/2n2n2/p7/2BP4/P7/1P1BNPPP/R2QK2R w KQ - 3 11,1,11,2,0,-3,3,0,0,3,-7,11,1,-1,1
r1bq1rk1/1pp2ppp/2n2n2/p7/2BP1B2/P7/1P2NPPP/R2QK2R b KQ - 4 11,0,11,0,0,3,-3,0,0,-2,8,-12,-1,-1,-2
r1bqr1k1/1pp2ppp/2n2n2/p7/2BP1B2/P7/1P2NPPP/R2QK2R w KQ - 5 12,1,12,2,0,-3,3,0,0,2,-11,12,-5,2,1
r1bqr1k1/1pp2ppp/2n2n2/p7/2BP4/P3B3/1P2NPPP/R2QK2R b KQ - 6 12,0,12,0,0,3,-3,0,0,-3,6,-8,4,-2,-1
r1bqr1k1/1pp2pp1/2n2n1p/p7/2BP4/P3B3/1P2NPPP/R2QK2R w KQ - 0 13,1,13,2,0,-3,3,0,0,4,-7,8,-4,2,0
r1bqr1k1/1pp2pp1/2n2n1p/p7/2BP4/P3B2P/1P2NPP1/R2QK2R b KQ - 0 13,0,13,0,0,3,-3,0,0,-3,7,-8,3,-2,0
r1bqr1k1/1pp2pp1/2n2n1p/8/p1BP4/P3B2P/1P2NPP1/R2QK2R w KQ - 0 14,1,14,2,0,-3,3,0,0,3,-8,8,-4,2,0
r1bqr1k1/1pp2pp1/2n2n1p/8/p2P4/P2BB2P/1P2NPP1/R2QK2R b KQ - 1 14,0,14,0,0,3,-3,0,0,-3,8,-9,4,-1,-1
r1bqr1k1/1pp2pp1/5n1p/8/p2n4/P2BB2P/1P2NPP1/R2QK2R w KQ - 0 15,1,15,2,-1,-3,3,0,0,0,-8,10,-4,2,1
r1bqr1k1/1pp2pp1/5n1p/8/p2B4/P2B3P/1P2NPP1/R2QK2R b KQ - 0 15,0,15,0,1,0,-3,0,0,0,6,-11,5,-1,-1
r1bqr1k1/1p3pp1/5n1p/2p5/p2B4/P2B3P/1P2NPP1/R2QK2R w KQ - 0 16,1,16,2,-1,0,3,0,0,0,-6,9,-5,-2,1
r1bqr1k1/1p3pp1/5n1p/2p5/p7/P1BB3P/1P2NPP1/R2QK2R b KQ - 1 16,0,16,0,1,0,-3,0,0,-1,6,-10,5,3,-1
r1b1r1k1/1pq2pp1/5n1p/2p5/p7/P1BB3P/1P2NPP1/R2QK2R w KQ - 2 17,1,17,2,-1,0,3,0,0,1,-6,10,-6,-6,1
r1b1r1k1/1pq2pp1/5n1p/2p5/p7/P1BB3P/1P2NPP1/R2Q1RK1 b - - 3 17,0,17,0,1,0,-3,0,0,-1,2,-11,8,5,1
r3r1k1/1pq2pp1/4bn1p/2p5/p7/P1BB3P/1P2NPP1/R2Q1RK1 w - - 4 18,1,18,2,-1,0,3,0,0,1,-2,7,-7,-6,-1
r3r1k1/1pq2pp1/4bB1p/2p5/p7/P2B3P/1P2NPP1/R2Q1RK1 b - - 0 18,0,18,0,1,-3,-3,0,0,0,-5,-8,7,6,1
r3r1k1/1pq2pp1/4bB1p/8/p1p5/P2B3P/1P2NPP1/R2Q1RK1 w - - 0 19,1,19,2,-1,3,3,0,0,-1,5,9,-7,-7,-1
r3r1k1/1pq2ppB/4bB1p/8/p1p5/P6P/1P2NPP1/R2Q1RK1 b - - 1 19,0,19,0,1,-3,-3,0,0,-7,-5,-15,-4,-13,2
r3r3/1pq2ppk/4bB1p/8/p1p5/P6P/1P2NPP1/R2Q1RK1 w - - 0 20,1,20,2,-1,3,0,0,0,0,5,2,-9,-1,-2
r3r3/1pq2ppk/4b2p/8/p1p5/P1B4P/1P2NPP1/R2Q1RK1 b - - 1 20,0,20,0,1,-3,0,0,0,0,-4,-2,9,1,2
3rr3/1pq2ppk/4b2p/8/p1p5/P1B4P/1P2NPP1/R2Q1RK1 w - - 2 21,1,21,2,-1,3,0,0,0,0,4,2,-10,0,-2
3rr3/1pq2ppk/4b2p/8/p1p5/P1B4P/1P2NPP1/R1Q2RK1 b - - 3 21,0,21,0,1,-3,0,0,0,0,-3,-2,10,4,2
4r3/1pq2ppk/4b2p/8/p1p5/P1Br3P/1P2NPP1/R1Q2RK1 w - - 4 22,1,22,2,-1,3,0,0,0,0,3,2,-16,-5,-2
4r3/1pq2ppk/4b2p/8/p1p5/P1Br2NP/1P3PP1/R1Q2RK1 b - - 5 22,0,22,0,1,-3,0,0,0,2,-5,-2,15,4,1
3r4/1pq2ppk/4b2p/8/p1p5/P1Br2NP/1P3PP1/R1Q2RK1 w - - 6 23,1,23,2,-1,3,0,0,0,-2,5,2,-17,-3,-1
3r4/1pq2ppk/4b2p/8/pBp5/P2r2NP/1P3PP1/R1Q2RK1 b - - 7 23,0,23,0,1,-3,0,0,0,4,-5,-2,19,1,1
3r4/1pq2ppk/7p/8/pBp5/P2r2Nb/1P3PP1/R1Q2RK1 w - - 0 24,1,24,2,-2,3,0,0,0,-4,5,2,-19,-1,-1
3r4/1pq2ppk/7p/7N/pBp5/P2r3b/1P3PP1/R1Q2RK1 b - - 1 24,0,24,0,2,-3,0,0,0,1,-4,-2,19,2,2
3r4/1p3ppk/2q4p/7N/pBp5/P2r3b/1P3PP1/R1Q2RK1 w - - 2 25,1,25,2,-2,3,0,0,0,-1,4,2,-19,-5,-1
3r4/1p3ppk/2q4p/7N/pBp5/P2r1P1b/1P4P1/R1Q2RK1 b - - 0 25,0,25,0,2,-3,0,0,0,2,-4,-2,17,4,0
8/1p3ppk/2q4p/7N/pBpr4/P2r1P1b/1P4P1/R1Q2RK1 w - - 1 26,1,26,2,-2,3,0,0,0,-2,4,2,-10,-4,0
8/1p3ppk/2q4p/8/pBpr1N2/P2r1P1b/1P4P1/R1Q2RK1 b - - 2 26,0,26,0,2,-3,0,0,0,4,-7,-2,8,7,-1
8/1p3ppk/2q4p/8/pBpr1N2/P2r1P2/1P4b1/R1Q2RK1 w - - 0 27,1,27,2,-3,3,0,0,0,-7,8,4,-8,-7,1
8/1p3ppk/2q4p/8/pBpr4/P2r1P2/1P4N1/R1Q2RK1 b - - 0 27,0,27,0,3,-3,-3,0,0,6,-4,-8,10,4,0
8/1p3ppk/2q5/7p/pBpr4/P2r1P2/1P4N1/R1Q2RK1 w - - 0 28,1,28,2,-3,3,3,0,0,-6,4,8,-10,-5,0
8/1p3ppk/2q5/7p/p1pr4/P1Br1P2/1P4N1/R1Q2RK1 b - - 1 28,0,28,0,3,-3,-3,0,0,4,-4,-5,8,7,0
8/1p3ppk/1q6/7p/p1pr4/P1Br1P2/1P4N1/R1Q2RK1 w - - 2 29,1,29,2,-3,3,3,0,0,-2,4,5,-8,-7,0
8/1p3ppk/1q6/7p/p1pr4/P1Br1P2/1P4N1/R3QRK1 b - - 3 29,0,29,0,3,-3,-3,0,0,2,-3,-4,8,2,1
8/1p3ppk/1q6/7p/p1pr4/P1B2P2/1P4N1/R2rQRK1 w - - 4 30,1,30,2,-3,3,3,0,0,-2,3,4,-11,-4,-1
8/1p3ppk/1q6/7p/p1pr4/P1B2P2/1P3QN1/R2r1RK1 b - - 5 30,0,30,0,3,-3,-3,0,0,2,-4,-5,11,8,2
3q4/1p3ppk/8/7p/p1pr4/P1B2P2/1P3QN1/R2r1RK1 w - - 6 31,1,31,2,-3,3,3,0,0,-4,4,5,-10,-9,-2
3q4/1p3ppk/8/7p/p1pr4/P1B2P2/1P3QN1/3R1RK1 b - - 0 31,0,31,0,3,-3,-3,-5,0,4,-4,-5,2,9,2
3q4/1p3ppk/8/7p/p1p5/P1B2P2/1P3QN1/3r1RK1 w - - 0 32,1,32,2,-3,3,3,0,0,-4,4,8,-9,-9,-2
3q4/1p3ppk/8/7p/p1p5/P1B2P2/1PQ3N1/3r1RK1 b - - 1 32,0,32,0,3,-3,-3,0,0,-1,-4,-8,-1,-12,0
3q2k1/1p3pp1/8/7p/p1p5/P1B2P2/1PQ3N1/3r1RK1 w - - 2 33,1,33,2,-3,3,3,0,0,-4,4,8,-9,-5,1
3q2k1/1p3pp1/8/7p/p1p5/P1B2P2/1P4N1/3Q1RK1 b - - 0 33,0,33,0,3,-3,-3,-5,0,4,-4,-8,-2,4,0
6k1/1p2qpp1/8/7p/p1p5/P1B2P2/1P4N1/3Q1RK1 w - - 1 34,1,34,2,-3,3,3,5,0,-4,4,8,2,-3,0
6k1/1p2qpp1/8/7p/p1pB4/P4P2/1P4N1/3Q1RK1 b - - 2 34,0,34,0,3,-3,-3,-5,0,5,-4,-9,-2,8,0
6k1/1p2qpp1/8/8/p1pB3p/P4P2/1P4N1/3Q1RK1 w - - 0 35,1,35,2,-3,3,3,5,0,-5,4,9,2,-7,0
6k1/1p2qpp1/8/8/p1pB3p/P4P2/1P3RN1/3Q2K1 b - - 1 35,0,35,0,3,-3,-3,-5,0,5,-4,-8,-4,6,0
6k1/1p2qpp1/8/8/p1pB4/P4P1p/1P3RN1/3Q2K1 w - - 0 36,1,36,2,-3,3,3,5,0,-6,4,8,4,-7,0
6k1/1p2qpp1/8/8/p1pB4/P4P1p/1P3RN1/4Q1K1 b - - 1 36,0,36,0,3,-3,-3,-5,0,6,-3,-8,-4,3,0
6k1/1pq2pp1/8/8/p1pB4/P4P1p/1P3RN1/4Q1K1 w - - 2 37,1,37,2,-3,3,3,5,0,-6,3,8,4,2,-1
6k1/1pq2pp1/8/8/p1pB1N2/P4P1p/1P3R2/4Q1K1 b - - 3 37,0,37,0,3,-3,-3,-5,0,6,-8,-8,-6,-4,0
6k1/1p3pp1/8/8/p1pB1q2/P4P1p/1P3R2/4Q1K1 w - - 0 38,1,38,2,-3,0,3,5,0,-6,0,8,6,-2,-1
4Q1k1/1p3pp1/8/8/p1pB1q2/P4P1p/1P3R2/6K1 b - - 1 38,0,38,0,3,0,-3,-5,0,-2,0,-8,-6,-18,-1
4Q3/1p3ppk/8/8/p1pB1q2/P4P1p/1P3R2/6K1 w - - 2 39,1,39,2,-3,0,3,5,0,-6,0,8,6,1,0
8/1p3ppk/8/4Q3/p1pB1q2/P4P1p/1P3R2/6K1 b - - 3 39,0,39,0,3,0,-3,-5,0,6,0,-5,-6,-5,2
8/1p3ppk/8/4Q3/p1pq4/P4P1p/1P3R2/6K1 w - - 0 40,1,40,2,-3,0,0,5,0,-5,0,0,0,4,-1
8/1p3ppk/8/8/p1pQ4/P4P1p/1P3R2/6K1 b - - 0 40,0,40,0,3,0,0,-5,-9,5,0,0,-6,-20,1
6k1/1p3pp1/8/8/p1pQ4/P4P1p/1P3R2/6K1 w - - 1 41,1,41,2,-3,0,0,5,9,-5,0,0,6,20,0
6k1/1p3pp1/8/8/p1p4Q/P4P1p/1P3R2/6K1 b - - 2 41,0,41,0,3,0,0,-5,-9,5,0,0,-6,-15,-2
6k1/1p4p1/8/5p2/p1p4Q/P4P1p/1P3R2/6K1 w - - 0 42,1,42,2,-3,0,0,5,9,-4,0,0,6,15,1
6k1/1p4p1/8/5p2/p1p4Q/P4P1p/1P3R2/7K b - - 1 42,0,42,0,3,0,0,-5,-9,4,0,0,-6,-15,0
6k1/1p4p1/8/8/p1p2p1Q/P4P1p/1P3R2/7K w - - 0 43,1,43,2,-3,0,0,5,9,-4,0,0,6,12,0
6k1/1p4p1/8/8/p1p2p1Q/P4P1p/1P6/5R1K b - - 1 43,0,43,0,3,0,0,-5,-9,4,0,0,-7,-14,0
6k1/6p1/8/1p6/p1p2p1Q/P4P1p/1P6/5R1K w - - 0 44,1,44,2,-3,0,0,5,9,-3,0,0,7,14,0
6k1/6p1/8/1p6/p1p2pQ1/P4P1p/1P6/5R1K b - - 1 44,0,44,0,3,0,0,-5,-9,3,0,0,-7,-14,2
6k1/6p1/8/1p6/p1p2pQ1/P4P2/1P5p/5R1K w - - 0 45,1,45,2,-3,0,0,5,9,-2,0,0,7,14,-2
6k1/6p1/8/1p6/p1p2pQ1/P4P2/1P5p/4R2K b - - 1 45,0,45,0,3,0,0,-5,-9,2,0,0,-13,-14,2
6k1/8/6p1/1p6/p1p2pQ1/P4P2/1P5p/4R2K w - - 0 46,1,46,2,-3,0,0,5,9,-1,0,0,13,13,-3
6k1/8/6Q1/1p6/p1p2p2/P4P2/1P5p/4R2K b - - 0 46,0,46,0,2,0,0,-5,-9,-2,0,0,-13,-23,0
5k2/8/6Q1/1p6/p1p2p2/P4P2/1P5p/4R2K w - - 1 47,1,47,2,-2,0,0,5,9,0,0,0,13,23,2
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,0,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,2,0,0,0,0,0,0,0,0,0,-2,0
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,0,2,0,0,0,0,0,0,1,-1,-5,0,-2,-1
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,1,3,2,0,0,0,0,0,0,1,8,0,-1,1
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP1BPPP/RNBQK1NR b KQkq - 1 3,0,3,0,0,0,0,0,0,0,0,-11,0,5,-1
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/8/PPP1BPPP/RNBQK1NR w KQkq - 0 4,1,4,2,-1,0,0,0,0,-1,0,8,0,-4,1
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/2P5/PP2BPPP/RNBQK1NR b KQkq - 0 4,0,4,0,1,0,0,0,0,2,1,-8,0,1,-1
rnbqk1nr/pp1pbppp/4p3/8/3pP3/2P5/PP2BPPP/RNBQK1NR w KQkq - 1 5,1,5,2,-1,0,0,0,0,-2,0,5,0,3,1
rnbqk1nr/pp1pbppp/4p3/8/3pPB2/2P5/PP2BPPP/RN1QK1NR b KQkq - 2 5,0,5,0,1,0,0,0,0,3,0,-10,0,-4,-1
rnbqk1nr/pp2bppp/4p3/3p4/3pPB2/2P5/PP2BPPP/RN1QK1NR w KQkq - 0 6,1,6,2,-1,0,0,0,0,-1,-1,9,0,2,0
rnbqk1nr/pp2bppp/4p3/3p4/3QPB2/2P5/PP2BPPP/RN2K1NR b KQkq - 0 6,0,6,0,0,0,0,0,0,0,1,-10,0,-9,-1
rnbqk2r/pp2bppp/4pn2/3p4/3QPB2/2P5/PP2BPPP/RN2K1NR w KQkq - 1 7,1,7,2,0,0,0,0,0,2,-4,13,-2,8,0
rBbqk2r/pp2bppp/4pn2/3p4/3QP3/2P5/PP2BPPP/RN2K1NR b KQkq - 0 7,0,7,0,0,-3,0,0,0,-3,1,-9,3,-8,0
rB1qk2r/pp1bbppp/4pn2/3p4/3QP3/2P5/PP2BPPP/RN2K1NR w KQkq - 1 8,1,8,2,0,3,0,0,0,3,0,6,-3,8,1
r2qk2r/Bp1bbppp/4pn2/3p4/3QP3/2P5/PP2BPPP/RN2K1NR b KQkq - 0 8,0,8,0,-1,-3,0,0,0,-5,0,-3,5,-7,-1
r1q1k2r/Bp1bbppp/4pn2/3p4/3QP3/2P5/PP2BPPP/RN2K1NR w KQkq - 1 9,1,9,2,1,3,0,0,0,5,0,3,-4,5,0
r1q1k2r/Bp1bbppp/4pn2/3p4/4P3/2P1Q3/PP2BPPP/RN2K1NR b KQkq - 2 9,0,9,0,-1,-3,0,0,0,-4,0,-4,4,-5,0
r1q1k2r/Bp1bbp1p/4pn2/3p2p1/4P3/2P1Q3/PP2BPPP/RN2K1NR w KQkq - 0 10,1,10,2,1,3,0,0,0,5,0,4,-4,4,0
r1q1k2r/1p1bbp1p/4pn2/3p2p1/3BP3/2P1Q3/PP2BPPP/RN2K1NR b KQkq - 1 10,0,10,0,-1,-3,0,0,0,-6,0,-5,9,-1,0
r1q1k2r/1p1bbp1p/4pn2/3p4/3BP1p1/2P1Q3/PP2BPPP/RN2K1NR w KQkq - 0 11,1,11,2,1,3,0,0,0,5,1,4,-9,2,0
r1q1k2r/1p1bbp1p/4pn2/3p4/3BP1pP/2P1Q3/PP2BPP1/RN2K1NR b KQkq h3 0 11,0,11,0,-1,-3,0,0,0,-3,-1,-4,7,-2,0
r1q1k2r/1p1bbp2/4pn2/3p3p/3BP1pP/2P1Q3/PP2BPP1/RN2K1NR w KQkq - 0 12,1,12,2,1,3,0,0,0,5,1,4,-9,2,0
r1q1k2r/1p1bbp2/4pn2/3p3p/3BP1pP/2P1Q3/PP1NBPP1/R3K1NR b KQkq - 1 12,0,12,0,-1,-3,0,0,0,-5,-4,-4,6,0,0
r3k2r/1pqbbp2/4pn2/3p3p/3BP1pP/2P1Q3/PP1NBPP1/R3K1NR w KQkq - 2 13,1,13,2,1,3,0,0,0,5,4,3,-8,-7,-1
r3k2r/1pqbbp2/4pn2/3p3p/3BP1pP/2P3Q1/PP1NBPP1/R3K1NR b KQkq - 3 13,0,13,0,-1,-3,0,0,0,-5,-4,-4,8,3,1
r3k2r/1pqbbp2/5n2/3pp2p/3BP1pP/2P3Q1/PP1NBPP1/R3K1NR w KQkq - 0 14,1,14,2,1,3,0,0,0,4,4,1,-8,-2,-1
r3k2r/1pqbbp2/5n2/3Pp2p/3B2pP/2P3Q1/PP1NBPP1/R3K1NR b KQkq - 0 14,0,14,0,-2,-3,0,0,0,-4,-4,-1,8,2,1
r3k2r/1pqbbp2/8/3np2p/3B2pP/2P3Q1/PP1NBPP1/R3K1NR w KQkq - 0 15,1,15,2,1,3,0,0,0,1,2,-2,-8,-2,-1
r3k2r/1pqbbp2/8/3nB2p/6pP/2P3Q1/PP1NBPP1/R3K1NR b KQkq - 0 15,0,15,0,-2,-3,0,0,0,-3,-2,0,8,4,1
r3k2r/1p1bbp2/8/2qnB2p/6pP/2P3Q1/PP1NBPP1/R3K1NR w KQkq - 1 16,1,16,2,2,3,0,0,0,3,1,4,-8,-8,-1
r3k2B/1p1bbp2/8/2qn3p/6pP/2P3Q1/PP1NBPP1/R3K1NR b KQq - 0 16,0,16,0,-2,-3,0,-5,0,-3,-1,0,4,4,0
r3k2B/1p1bb3/5p2/2qn3p/6pP/2P3Q1/PP1NBPP1/R3K1NR w KQq - 0 17,1,17,2,2,3,0,5,0,4,2,1,-4,-4,-1
r3k2B/1p1bb3/5p2/2qn3p/2N3pP/2P3Q1/PP2BPP1/R3K1NR b KQq - 1 17,0,17,0,-2,-3,0,-5,0,-3,-3,2,4,3,0
r3k2B/1p1bb3/2q2p2/3n3p/2N3pP/2P3Q1/PP2BPP1/R3K1NR w KQq - 2 18,1,18,2,2,3,0,5,0,3,3,-2,-4,1,0
r3k2B/1p1bb3/2q2p2/3n3p/2N3pP/2P3Q1/PP2BPP1/3RK1NR b Kq - 3 18,0,18,0,-2,-3,0,-5,0,-3,-3,3,0,-1,2
2kr3B/1p1bb3/2q2p2/3n3p/2N3pP/2P3Q1/PP2BPP1/3RK1NR w K - 4 19,1,19,2,2,3,0,5,0,3,3,-2,5,2,2
2kr3B/1p1bb3/2q2p2/3n3p/2N3pP/2P3Q1/PP2BPP1/3R1KNR b - - 5 19,0,19,0,-2,-3,0,-5,0,-3,-3,3,-6,-2,-1
2kr3B/1p2b3/2q2p2/3n1b1p/2N3pP/2P3Q1/PP2BPP1/3R1KNR w - - 6 20,1,20,2,2,3,0,5,0,4,3,-8,4,0,0
2kr3B/1p2b3/2q2p2/3n1b1p/6pP/2P1N1Q1/PP2BPP1/3R1KNR b - - 7 20,0,20,0,-2,-3,0,-5,0,-5,-1,5,-4,3,0
2kr3B/1p2b3/2q2p2/5b1p/6pP/2P1n1Q1/PP2BPP1/3R1KNR w - - 0 21,1,21,2,2,0,0,5,0,-1,-6,-13,-11,-15,1
2kr3B/1p2b3/2q2p2/5b1p/6pP/2P1Q3/PP2BPP1/3R1KNR b - - 0 21,0,21,0,-2,-3,0,-5,0,-5,-2,5,-2,-1,1
2k1r2B/1p2b3/2q2p2/5b1p/6pP/2P1Q3/PP2BPP1/3R1KNR w - - 1 22,1,22,2,2,3,0,5,0,5,2,-6,9,2,-1
2k1r2B/1p2b3/2q2p2/5b1p/3Q2pP/2P5/PP2BPP1/3R1KNR b - - 2 22,0,22,0,-2,-3,0,-5,0,-5,-2,6,-4,-3,1
2kr3B/1p2b3/2q2p2/5b1p/3Q2pP/2P5/PP2BPP1/3R1KNR w - - 3 23,1,23,2,2,3,0,5,0,5,2,-5,0,2,-1
2kr3B/1p2b3/2q2p2/5b1p/3Q2pP/2P5/PP2BPP1/4RKNR b - - 4 23,0,23,0,-2,-3,0,-5,0,-5,-2,4,2,-3,2
2k4B/1p2b3/2q2p2/5b1p/3r2pP/2P5/PP2BPP1/4RKNR w - - 0 24,1,24,2,2,3,0,5,-9,6,2,-5,-6,-16,-4
2k4B/1p2b3/2q2p2/5b1p/3P2pP/8/PP2BPP1/4RKNR b - - 0 24,0,24,0,-2,-3,0,-10,9,-5,-2,5,-6,18,4
2k4B/1p2b3/1q3p2/5b1p/3P2pP/8/PP2BPP1/4RKNR w - - 1 25,1,25,2,2,3,0,10,-9,7,2,-5,6,-14,-4
2k4B/1p2b3/1q3p2/5b1p/3P2pP/8/PP2BPP1/2R2KNR b - - 2 25,0,25,0,-2,-3,0,-10,9,-8,-2,-7,-13,3,2
3k3B/1p2b3/1q3p2/5b1p/3P2pP/8/PP2BPP1/2R2KNR w - - 3 26,1,26,2,2,3,0,10,-9,7,2,-5,13,-13,-1
