board,turn,move_num,result
r5k1/7p/8/3p4/3B4/1N6/PPb3PK/R4B2 w - - 7 39,1,39,1
r5k1/7p/8/3p4/3B4/1N6/PPb3PK/4RB2 b - - 8 39,0,39,1
5rk1/7p/8/3p4/3B4/1N6/PPb3PK/4RB2 w - - 9 40,1,40,1
5rk1/7p/8/3p4/3B4/1N6/PPb3P1/4RBK1 b - - 10 40,0,40,1
6k1/7p/8/3p4/3B1r2/1N6/PPb3P1/4RBK1 w - - 11 41,1,41,1
6k1/7p/8/3p4/5r2/1N6/PPb2BP1/4RBK1 b - - 12 41,0,41,1
6k1/7p/8/3p4/6r1/1N6/PPb2BP1/4RBK1 w - - 13 42,1,42,1
6k1/7p/8/3p4/6r1/1N2R3/PPb2BP1/5BK1 b - - 14 42,0,42,1
6k1/7p/8/3p4/6r1/1N2R3/PP3BP1/1b3BK1 w - - 15 43,1,43,1
6k1/7p/8/3p4/6r1/1N2R1P1/PP3B2/1b3BK1 b - - 0 43,0,43,1
6k1/7p/8/3p4/1r6/1N2R1P1/PP3B2/1b3BK1 w - - 1 44,1,44,1
6k1/7p/8/3p4/1r6/1NR3P1/PP3B2/1b3BK1 b - - 2 44,0,44,1
6k1/7p/8/8/1r1p4/1NR3P1/PP3B2/1b3BK1 w - - 0 45,1,45,1
6k1/7p/8/8/1rBp4/1NR3P1/PP3B2/1b4K1 b - - 1 45,0,45,1
6k1/7p/8/8/2rp4/1NR3P1/PP3B2/1b4K1 w - - 0 46,1,46,1
6k1/7p/8/8/2rN4/2R3P1/PP3B2/1b4K1 b - - 0 46,0,46,1
6k1/7p/8/8/2rN4/2R3P1/bP3B2/6K1 w - - 0 47,1,47,1
6k1/7p/8/8/2RN4/6P1/bP3B2/6K1 b - - 0 47,0,47,1
6k1/7p/8/8/2bN4/6P1/1P3B2/6K1 w - - 0 48,1,48,1
6k1/7p/8/8/2bN4/4B1P1/1P6/6K1 b - - 1 48,0,48,1
8/5k1p/8/8/2bN4/4B1P1/1P6/6K1 w - - 2 49,1,49,1
8/5k1p/8/8/2bN2P1/4B3/1P6/6K1 b - - 0 49,0,49,1
8/5k1p/8/8/3N2P1/3bB3/1P6/6K1 w - - 1 50,1,50,1
8/5k1p/8/8/3N2P1/3b4/1P3B2/6K1 b - - 2 50,0,50,1
8/5k1p/8/1b6/3N2P1/8/1P3B2/6K1 w - - 3 51,1,51,1
8/5k1p/8/1b6/3N2P1/1P6/5B2/6K1 b - - 0 51,0,51,1
6k1/7p/8/1b6/3N2P1/1P6/5B2/6K1 w - - 1 52,1,52,1
6k1/7p/8/1b3N2/6P1/1P6/5B2/6K1 b - - 2 52,0,52,1
6k1/7p/8/5N2/6P1/1P6/4bB2/6K1 w - - 3 53,1,53,1
6k1/7p/8/2B2N2/6P1/1P6/4b3/6K1 b - - 4 53,0,53,1
6k1/7p/8/2B2N2/6P1/1P6/8/3b2K1 w - - 5 54,1,54,1
6k1/7p/3N4/2B5/6P1/1P6/8/3b2K1 b - - 6 54,0,54,1
6k1/7p/3N4/2B5/6P1/1b6/8/6K1 w - - 0 55,1,55,1
6k1/7p/3N4/2B5/6P1/1b6/5K2/8 b - - 1 55,0,55,1
8/6kp/3N4/2B5/6P1/1b6/5K2/8 w - - 2 56,1,56,1
8/6kp/8/2B5/4N1P1/1b6/5K2/8 b - - 3 56,0,56,1
8/6kp/8/2B5/4N1P1/8/5K2/3b4 w - - 4 57,1,57,1
8/6kp/8/2B5/4N1P1/6K1/8/3b4 b - - 5 57,0,57,1
8/6kp/8/2B5/4N1P1/6K1/4b3/8 w - - 6 58,1,58,1
8/6kp/8/8/4N1P1/4B1K1/4b3/8 b - - 7 58,0,58,1
8/5k1p/8/8/4N1P1/4B1K1/4b3/8 w - - 8 59,1,59,1
8/5k1p/8/8/4NKP1/4B3/4b3/8 b - - 9 59,0,59,1
8/5k1p/8/8/4NKP1/3bB3/8/8 w - - 10 60,1,60,1
8/5k1p/3N4/8/5KP1/3bB3/8/8 b - - 11 60,0,60,1
8/7p/3N1k2/8/5KP1/3bB3/8/8 w - - 12 61,1,61,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,2
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,0,1,0
rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,1,2,2
rnbqkbnr/ppp1pppp/3p4/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,0,2,0
rnbqkbnr/ppp1pp1p/3p2p1/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,1,3,2
rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0,3,0
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,1,4,2
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 4,0,4,0
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 5,1,5,2
rnbqk2r/ppp1ppbp/3p1np1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 4 5,0,5,0
rnbqk2r/pppnppbp/3p2p1/8/3PP3/2N2N2/PPP1BPPP/R1BQK2R w KQkq - 5 6,1,6,2
rnbqk2r/pppnppbp/3p2p1/8/P2PP3/2N2N2/1PP1BPPP/R1BQK2R b KQkq - 0 6,0,6,0
rnbqk2r/ppp1ppbp/3p1np1/8/P2PP3/2N2N2/1PP1BPPP/R1BQK2R w KQkq - 1 7,1,7,2
rnbqk2r/ppp1ppbp/3p1np1/8/P2PP3/2N2N1P/1PP1BPP1/R1BQK2R b KQkq - 0 7,0,7,0
rnbqk2r/pp2ppbp/2pp1np1/8/P2PP3/2N2N1P/1PP1BPP1/R1BQK2R w KQkq - 0 8,1,8,2
rnbqk2r/pp2ppbp/2pp1np1/P7/3PP3/2N2N1P/1PP1BPP1/R1BQK2R b KQkq - 0 8,0,8,0
rnb1k2r/ppq1ppbp/2pp1np1/P7/3PP3/2N2N1P/1PP1BPP1/R1BQK2R w KQkq - 1 9,1,9,2
rnb1k2r/ppq1ppbp/2pp1np1/P5B1/3PP3/2N2N1P/1PP1BPP1/R2QK2R b KQkq - 2 9,0,9,0
rnb1k2r/ppq2pbp/2pp1np1/P3p1B1/3PP3/2N2N1P/1PP1BPP1/R2QK2R w KQkq - 0 10,1,10,2
rnb1k2r/ppq2pbp/2pp1np1/P3P1B1/4P3/2N2N1P/1PP1BPP1/R2QK2R b KQkq - 0 10,0,10,0
rnb1k2r/ppq2pbp/2p2np1/P3p1B1/4P3/2N2N1P/1PP1BPP1/R2QK2R w KQkq - 0 11,1,11,2
rnb1k2r/ppq2pbp/2p2np1/P3p1B1/4P3/2N2N1P/1PPQBPP1/R3K2R b KQkq - 1 11,0,11,0
r1b1k2r/ppqn1pbp/2p2np1/P3p1B1/4P3/2N2N1P/1PPQBPP1/R3K2R w KQkq - 2 12,1,12,2
r1b1k2r/ppqn1pbp/2p2np1/P3p1B1/4P3/2N2N1P/1PPQBPP1/R4RK1 b kq - 3 12,0,12,0
r1b1k2r/ppq2pbp/2p2np1/P1n1p1B1/4P3/2N2N1P/1PPQBPP1/R4RK1 w kq - 4 13,1,13,2
r1b1k2r/ppq2pbp/2p2np1/P1n1p1B1/4P3/2NB1N1P/1PPQ1PP1/R4RK1 b kq - 5 13,0,13,0
r3k2r/ppq2pbp/2p1bnp1/P1n1p1B1/4P3/2NB1N1P/1PPQ1PP1/R4RK1 w kq - 6 14,1,14,2
r3k2r/ppq2pbp/2p1bnp1/P1n1p1B1/4P3/2NB1N1P/1PPQ1PP1/R2R2K1 b kq - 7 14,0,14,0
3rk2r/ppq2pbp/2p1bnp1/P1n1p1B1/4P3/2NB1N1P/1PPQ1PP1/R2R2K1 w k - 8 15,1,15,2
3rk2r/ppq2pbp/2p1bnp1/P1n1p1B1/N3P3/3B1N1P/1PPQ1PP1/R2R2K1 b k - 9 15,0,15,0
3rk2r/ppq2pbp/2p1bnp1/P3p1B1/n3P3/3B1N1P/1PPQ1PP1/R2R2K1 w k - 0 16,1,16,2
3rk2r/ppq2pbp/2p1bnp1/P3p1B1/R3P3/3B1N1P/1PPQ1PP1/3R2K1 b k - 0 16,0,16,0
3rk2r/ppq2pb1/2p1bnpp/P3p1B1/R3P3/3B1N1P/1PPQ1PP1/3R2K1 w k - 0 17,1,17,2
3rk2r/ppq2pb1/2p1bBpp/P3p3/R3P3/3B1N1P/1PPQ1PP1/3R2K1 b k - 0 17,0,17,0
3rk2r/ppq2p2/2p1bbpp/P3p3/R3P3/3B1N1P/1PPQ1PP1/3R2K1 w k - 0 18,1,18,2
3rk2r/ppq2p2/2p1bbpp/P3p3/R3P3/3BQN1P/1PP2PP1/3R2K1 b k - 1 18,0,18,0
r3k2r/ppq2p2/2p1bbpp/P3p3/R3P3/3BQN1P/1PP2PP1/3R2K1 w k - 2 19,1,19,2
r3k2r/ppq2p2/2p1bbpp/P3p3/R3P3/3BQN1P/1PP2PP1/R5K1 b k - 3 19,0,19,0
r3k2r/1pq2p2/p1p1bbpp/P3p3/R3P3/3BQN1P/1PP2PP1/R5K1 w k - 0 20,1,20,2
r3k2r/1pq2p2/p1p1bbpp/P3p3/R3P1P1/3BQN1P/1PP2P2/R5K1 b k - 0 20,0,20,0
r3k2r/1pq1bp2/p1p1b1pp/P3p3/R3P1P1/3BQN1P/1PP2P2/R5K1 w k - 1 21,1,21,2
r3k2r/1pq1bp2/p1p1b1pp/P3p3/R1B1P1P1/4QN1P/1PP2P2/R5K1 b k - 2 21,0,21,0
r3k2r/1p2bp2/p1pqb1pp/P3p3/R1B1P1P1/4QN1P/1PP2P2/R5K1 w k - 3 22,1,22,2
r3k2r/1p2bp2/p1pqb1pp/P3p3/R1B1P1P1/1Q3N1P/1PP2P2/R5K1 b k - 4 22,0,22,0
r4rk1/1p2bp2/p1pqb1pp/P3p3/R1B1P1P1/1Q3N1P/1PP2P2/R5K1 w - - 5 23,1,23,2
r4rk1/1p2bp2/p1pqB1pp/P3p3/R3P1P1/1Q3N1P/1PP2P2/R5K1 b - - 0 23,0,23,0
r4rk1/1p2b3/p1pqp1pp/P3p3/R3P1P1/1Q3N1P/1PP2P2/R5K1 w - - 0 24,1,24,2
r4rk1/1p2b3/p1pqp1pp/P3p3/R3P1P1/1Q3N1P/1PP2P2/4R1K1 b - - 1 24,0,24,0
r5k1/1p2b3/p1pqp1pp/P3p3/R3PrP1/1Q3N1P/1PP2P2/4R1K1 w - - 2 25,1,25,2
r5k1/1p2b3/p1pqp1pp/P3p3/R3PrP1/1Q2RN1P/1PP2P2/6K1 b - - 3 25,0,25,0
r5k1/1p6/p1pqpbpp/P3p3/R3PrP1/1Q2RN1P/1PP2P2/6K1 w - - 4 26,1,26,2
r5k1/1p6/p1pqpbpp/P3p3/1R2PrP1/1Q2RN1P/1PP2P2/6K1 b - - 5 26,0,26,0
1r4k1/1p6/p1pqpbpp/P3p3/1R2PrP1/1Q2RN1P/1PP2P2/6K1 w - - 6 27,1,27,2
1r4k1/1R6/p1pqpbpp/P3p3/4PrP1/1Q2RN1P/1PP2P2/6K1 b - - 0 27,0,27,0
6k1/1r6/p1pqpbpp/P3p3/4PrP1/1Q2RN1P/1PP2P2/6K1 w - - 0 28,1,28,2
6k1/1Q6/p1pqpbpp/P3p3/4PrP1/4RN1P/1PP2P2/6K1 b - - 0 28,0,28,0
6k1/1Q6/p1p1pbpp/P3p3/4PrP1/4RN1P/1PP2P2/3q2K1 w - - 1 29,1,29,2
6k1/1Q6/p1p1pbpp/P3p3/4PrP1/4RN1P/1PP2PK1/3q4 b - - 2 29,0,29,0
6k1/1Q6/p1p1p1pp/P3p1b1/4PrP1/4RN1P/1PP2PK1/3q4 w - - 3 30,1,30,2
6k1/1Q6/p1p1p1pp/P3p1b1/4PrP1/3R1N1P/1PP2PK1/3q4 b - - 4 30,0,30,0
6k1/1Q6/p1p1p1pp/P3p1b1/4P1r1/3R1N1P/1PP2PK1/3q4 w - - 0 31,1,31,2
6k1/1Q6/p1p1p1pp/P3p1b1/4P1P1/3R1N2/1PP2PK1/3q4 b - - 0 31,0,31,0
6k1/1Q6/p1p1p1pp/P3p1b1/4P1P1/3R1N2/1Pq2PK1/8 w - - 0 32,1,32,2
2Q3k1/8/p1p1p1pp/P3p1b1/4P1P1/3R1N2/1Pq2PK1/8 b - - 1 32,0,32,0
2Q5/5k2/p1p1p1pp/P3p1b1/4P1P1/3R1N2/1Pq2PK1/8 w - - 2 33,1,33,2
2Q5/5k2/p1p1p1pp/P3p1N1/4P1P1/3R4/1Pq2PK1/8 b - - 0 33,0,33,0
2Q5/6k1/p1p1p1pp/P3p1N1/4P1P1/3R4/1Pq2PK1/8 w - - 1 34,1,34,2
8/1Q4k1/p1p1p1pp/P3p1N1/4P1P1/3R4/1Pq2PK1/8 b - - 2 34,0,34,0
5k2/1Q6/p1p1p1pp/P3p1N1/4P1P1/3R4/1Pq2PK1/8 w - - 3 35,1,35,2
5k2/5Q2/p1p1p1pp/P3p1N1/4P1P1/3R4/1Pq2PK1/8 b - - 4 35,0,35,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,0,1,1
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,1,2,1
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,0,2,1
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,1,3,1
rnbqkbnr/pp2pppp/2p5/3p4/2PP4/P7/1P2PPPP/RNBQKBNR b KQkq - 0 3,0,3,1
rnbqkbnr/pp2pp1p/2p3p1/3p4/2PP4/P7/1P2PPPP/RNBQKBNR w KQkq - 0 4,1,4,1
rnbqkbnr/pp2pp1p/2p3p1/3p4/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 1 4,0,4,1
rnbqk1nr/pp2ppbp/2p3p1/3p4/2PP4/P4N2/1P2PPPP/RNBQKB1R w KQkq - 2 5,1,5,1
rnbqk1nr/pp2ppbp/2p3p1/3p4/2PP4/P4N2/1P1NPPPP/R1BQKB1R b KQkq - 3 5,0,5,1
rnbqk2r/pp2ppbp/2p3pn/3p4/2PP4/P4N2/1P1NPPPP/R1BQKB1R w KQkq - 4 6,1,6,1
rnbqk2r/pp2ppbp/2p3pn/3p4/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq - 5 6,0,6,1
rn1qk2r/pp2ppbp/2p3pn/3p4/2PP2b1/P4N2/1P2PPPP/RNBQKB1R w KQkq - 6 7,1,7,1
rn1qk2r/pp2ppbp/2p3pn/3p4/2PP2b1/P4N2/1P1NPPPP/R1BQKB1R b KQkq - 7 7,0,7,1
rn1qk2r/pp2ppbp/2p3p1/3p1n2/2PP2b1/P4N2/1P1NPPPP/R1BQKB1R w KQkq - 8 8,1,8,1
rn1qk2r/pp2ppbp/2p3p1/3pNn2/2PP2b1/P7/1P1NPPPP/R1BQKB1R b KQkq - 9 8,0,8,1
rn1qk2r/pp2ppbp/2p3p1/3pNn1b/2PP4/P7/1P1NPPPP/R1BQKB1R w KQkq - 10 9,1,9,1
rn1qk2r/pp2ppbp/2p3p1/3pNn1b/2PP4/PN6/1P2PPPP/R1BQKB1R b KQkq - 11 9,0,9,1
rn1qk2r/pp2ppbp/2p3p1/4Nn1b/2pP4/PN6/1P2PPPP/R1BQKB1R w KQkq - 0 10,1,10,1
rn1qk2r/pp2ppbp/2p3p1/2N1Nn1b/2pP4/P7/1P2PPPP/R1BQKB1R b KQkq - 1 10,0,10,1
rn1qk2r/pp2ppbp/2p3p1/2N1N2b/2pn4/P7/1P2PPPP/R1BQKB1R w KQkq - 0 11,1,11,1
rn1qk2r/pp2ppbp/2p3p1/2N1N2b/2pn1P2/P7/1P2P1PP/R1BQKB1R b KQkq - 0 11,0,11,1
rn2k2r/pp2ppbp/2p3p1/q1N1N2b/2pn1P2/P7/1P2P1PP/R1BQKB1R w KQkq - 1 12,1,12,1
rn2k2r/pp2ppbp/2p3p1/q1N1N2b/2pn1P2/P7/1P2PKPP/R1BQ1B1R b kq - 2 12,0,12,1
rn2k2r/pp2ppbp/2p3p1/2q1N2b/2pn1P2/P7/1P2PKPP/R1BQ1B1R w kq - 0 13,1,13,1
rn2k2r/pp2ppbp/2p3p1/2q1N2b/2pn1P2/P3B3/1P2PKPP/R2Q1B1R b kq - 1 13,0,13,1
rn2k2r/pp2pp1p/2p3p1/2q1b2b/2pn1P2/P3B3/1P2PKPP/R2Q1B1R w kq - 0 14,1,14,1
rn2k2r/pp2pp1p/2p3p1/2q1P2b/2pn4/P3B3/1P2PKPP/R2Q1B1R b kq - 0 14,0,14,1
r3k2r/pp1npp1p/2p3p1/2q1P2b/2pn4/P3B3/1P2PKPP/R2Q1B1R w kq - 1 15,1,15,1
r3k2r/pp1npp1p/2p3p1/2q1P2b/2pQ4/P3B3/1P2PKPP/R4B1R b kq - 0 15,0,15,1
r3k2r/pp1npp1p/2p3p1/4P2b/2pq4/P3B3/1P2PKPP/R4B1R w kq - 0 16,1,16,1
r3k2r/pp1npp1p/2p3p1/4P2b/2pB4/P7/1P2PKPP/R4B1R b kq - 0 16,0,16,1
r3k2r/pp1np2p/2p2pp1/4P2b/2pB4/P7/1P2PKPP/R4B1R w kq - 0 17,1,17,1
r3k2r/pp1np2p/2p2Pp1/7b/2pB4/P7/1P2PKPP/R4B1R b kq - 0 17,0,17,1
r3k2r/pp2p2p/2p2np1/7b/2pB4/P7/1P2PKPP/R4B1R w kq - 0 18,1,18,1
r3k2r/pp2p2p/2p2np1/7b/2pB4/P3P3/1P3KPP/R4B1R b kq - 0 18,0,18,1
r3k2r/pp5p/2p2np1/4p2b/2pB4/P3P3/1P3KPP/R4B1R w kq - 0 19,1,19,1
r3k2r/pp5p/2p2np1/4B2b/2p5/P3P3/1P3KPP/R4B1R b kq - 0 19,0,19,1
r3k2r/pp5p/2p3p1/4B2b/2p3n1/P3P3/1P3KPP/R4B1R w kq - 1 20,1,20,1
r3k2r/pp5p/2p3p1/4B2b/2p3n1/P3P1K1/1P4PP/R4B1R b kq - 2 20,0,20,1
r3k2r/pp5p/2p3p1/4n2b/2p5/P3P1K1/1P4PP/R4B1R w kq - 0 21,1,21,1
r3k2r/pp5p/2p3p1/4n2b/2p5/P3P1K1/1P4PP/4RB1R b kq - 1 21,0,21,1
r4rk1/pp5p/2p3p1/4n2b/2p5/P3P1K1/1P4PP/4RB1R w - - 2 22,1,22,1
r4rk1/pp5p/2p3p1/4n2b/2p5/P3P1KP/1P4P1/4RB1R b - - 0 22,0,22,1
3r1rk1/pp5p/2p3p1/4n2b/2p5/P3P1KP/1P4P1/4RB1R w - - 1 23,1,23,1
3r1rk1/pp5p/2p3p1/4n2b/2p4P/P3P1K1/1P4P1/4RB1R b - - 0 23,0,23,1
5rk1/pp5p/2p3p1/4n2b/2p4P/P3P1K1/1P1r2P1/4RB1R w - - 1 24,1,24,1
5rk1/pp5p/2p3p1/4n2b/2p4P/P3P1K1/1P1r2P1/1R3B1R b - - 2 24,0,24,1
5rk1/pp6/2p3pp/4n2b/2p4P/P3P1K1/1P1r2P1/1R3B1R w - - 0 25,1,25,1
5rk1/pp6/2p3pp/4n2b/P1p4P/4P1K1/1P1r2P1/1R3B1R b - - 0 25,0,25,1
5rk1/pp6/2p3pp/4n3/P1p4P/4P1K1/1P1rb1P1/1R3B1R w - - 1 26,1,26,1
5rk1/pp6/2p3pp/P3n3/2p4P/4P1K1/1P1rb1P1/1R3B1R b - - 0 26,0,26,1
5rk1/pp6/2p3pp/P3n3/2p4P/3rP1K1/1P2b1P1/1R3B1R w - - 1 27,1,27,1
5rk1/pp6/2p3pp/P3n3/2p4P/3rP1K1/1P2B1P1/1R5R b - - 0 27,0,27,1
5rk1/pp6/2p3pp/P3n3/2p4P/4r1K1/1P2B1P1/1R5R w - - 0 28,1,28,1
5rk1/pp6/2p3pp/P3n3/2p4P/4rBK1/1P4P1/1R5R b - - 1 28,0,28,1
5rk1/p7/2p3pp/Pp2n3/2p4P/4rBK1/1P4P1/1R5R w - b6 0 29,1,29,1
5rk1/p7/2p3pp/Pp2n3/2p4P/4rBK1/1P4P1/1R2R3 b - - 1 29,0,29,1
5rk1/p7/2p3pp/Pp2n3/2p4P/5rK1/1P4P1/1R2R3 w - - 0 30,1,30,1
5rk1/p7/2p3pp/Pp2n3/2p4P/5PK1/1P6/1R2R3 b - - 0 30,0,30,1
6k1/p7/2p3pp/Pp2n3/2p4P/5rK1/1P6/1R2R3 w - - 0 31,1,31,1
6k1/p7/2p3pp/Pp2n3/2p4P/5r2/1P5K/1R2R3 b - - 1 31,0,31,1
6k1/p7/2p3pp/Pp2nr2/2p4P/8/1P5K/1R2R3 w - - 2 32,1,32,1
6k1/p7/2p3pp/Pp2nr2/2p4P/6K1/1P6/1R2R3 b - - 3 32,0,32,1
8/p4k2/2p3pp/Pp2nr2/2p4P/6K1/1P6/1R2R3 w - - 4 33,1,33,1
8/p4k2/2p3pp/Pp2nr2/2p4P/4R1K1/1P6/1R6 b - - 5 33,0,33,1
8/p4k2/2p3pp/P3nr2/1pp4P/4R1K1/1P6/1R6 w - - 0 34,1,34,1
8/p4k2/2p3pp/P3nr2/1pp4P/4R1K1/1P6/2R5 b - - 1 34,0,34,1
8/5k2/p1p3pp/P3nr2/1pp4P/4R1K1/1P6/2R5 w - - 0 35,1,35,1
8/5k2/p1p3pp/P3nr2/1pp4P/4R1K1/1P6/4R3 b - - 1 35,0,35,1
8/8/p1p2kpp/P3nr2/1pp4P/4R1K1/1P6/4R3 w - - 2 36,1,36,1
8/8/p1p2kpp/P3nr2/1pp4P/4R3/1P4K1/4R3 b - - 3 36,0,36,1
8/8/p4kpp/P1p1nr2/1pp4P/4R3/1P4K1/4R3 w - - 0 37,1,37,1
8/8/p4kpp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 b - - 1 37,0,37,1
8/5k2/p5pp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 w - - 2 38,1,38,1
8/5k2/p5pp/P1p1nr2/1pp4P/4R1K1/1P6/3R4 b - - 3 38,0,38,1
8/8/p3k1pp/P1p1nr2/1pp4P/4R1K1/1P6/3R4 w - - 4 39,1,39,1
8/8/p3k1pp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 b - - 5 39,0,39,1
5r2/8/p3k1pp/P1p1n3/1pp4P/4R3/1P4K1/3R4 w - - 6 40,1,40,1
5r2/8/p3k1pp/P1p1n3/1pp4P/4R3/1P4K1/4R3 b - - 7 40,0,40,1
8/8/p3k1pp/P1p1nr2/1pp4P/4R3/1P4K1/4R3 w - - 8 41,1,41,1
8/8/p3k1pp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 b - - 9 41,0,41,1
8/5k2/p5pp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 w - - 10 42,1,42,1
3R4/5k2/p5pp/P1p1nr2/1pp4P/4R3/1P4K1/8 b - - 11 42,0,42,1
3R4/8/p3k1pp/P1p1nr2/1pp4P/4R3/1P4K1/8 w - - 12 43,1,43,1
8/8/p3k1pp/P1p1nr2/1pp4P/4R3/1P4K1/3R4 b - - 13 43,0,43,1
8/8/p3k1p1/P1p1nr1p/1pp4P/4R3/1P4K1/3R4 w - - 0 44,1,44,1
3R4/8/p3k1p1/P1p1nr1p/1pp4P/4R3/1P4K1/8 b - - 1 44,0,44,1
3R4/8/p3k3/P1p1nrpp/1pp4P/4R3/1P4K1/8 w - - 0 45,1,45,1
3R4/8/p3k3/P1p1nrPp/1pp5/4R3/1P4K1/8 b - - 0 45,0,45,1
3R4/8/p3k3/P1p1nrPp/2p5/1p2R3/1P4K1/8 w - - 0 46,1,46,1
3R4/8/p3k1P1/P1p1nr1p/2p5/1p2R3/1P4K1/8 b - - 0 46,0,46,1
3R4/8/p4kP1/P1p1nr1p/2p5/1p2R3/1P4K1/8 w - - 1 47,1,47,1
3R4/8/p4kP1/P1p1nr1p/2p5/1p4R1/1P4K1/8 b - - 2 47,0,47,1
3R4/6k1/p5P1/P1p1nr1p/2p5/1p4R1/1P4K1/8 w - - 3 48,1,48,1
2R5/6k1/p5P1/P1p1nr1p/2p5/1p4R1/1P4K1/8 b - - 4 48,0,48,1
2R5/6k1/p5P1/P1p2r1p/2p3n1/1p4R1/1P4K1/8 w - - 5 49,1,49,1
2R5/6k1/p5P1/P1p2r1p/2p3n1/1p3R2/1P4K1/8 b - - 6 49,0,49,1
2R5/6k1/p5P1/P1pr3p/2p3n1/1p3R2/1P4K1/8 w - - 7 50,1,50,1
2R5/6k1/p5P1/P1pr3p/2p3n1/1p3R1K/1P6/8 b - - 8 50,0,50,1
2R5/8/p5k1/P1pr3p/2p3n1/1p3R1K/1P6/8 w - - 0 51,1,51,1
R7/8/p5k1/P1pr3p/2p3n1/1p3R1K/1P6/8 b - - 1 51,0,51,1
R7/8/p5k1/P1p4p/2p3n1/1p3R1K/1P1r4/8 w - - 2 52,1,52,1
R7/8/p5k1/P1p4p/2p3n1/1p3RK1/1P1r4/8 b - - 3 52,0,52,1
R7/8/p5k1/P1pr3p/2p3n1/1p3RK1/1P6/8 w - - 4 53,1,53,1
8/8/R5k1/P1pr3p/2p3n1/1p3RK1/1P6/8 b - - 0 53,0,53,1
8/6k1/R7/P1pr3p/2p3n1/1p3RK1/1P6/8 w - - 1 54,1,54,1
8/R5k1/8/P1pr3p/2p3n1/1p3RK1/1P6/8 b - - 2 54,0,54,1
8/R7/6k1/P1pr3p/2p3n1/1p3RK1/1P6/8 w - - 3 55,1,55,1
8/R7/P5k1/2pr3p/2p3n1/1p3RK1/1P6/8 b - - 0 55,0,55,1
8/R7/P5k1/2p4p/2p3n1/1p3RK1/1P1r4/8 w - - 1 56,1,56,1
R7/8/P5k1/2p4p/2p3n1/1p3RK1/1P1r4/8 b - - 2 56,0,56,1
R7/8/P4nk1/2p4p/2p5/1p3RK1/1P1r4/8 w - - 3 57,1,57,1
R7/P7/5nk1/2p4p/2p5/1p3RK1/1P1r4/8 b - - 0 57,0,57,1
R7/P7/5nk1/2p4p/8/1pp2RK1/1P1r4/8 w - - 0 58,1,58,1
R7/P7/5nk1/2p4p/8/1pR3K1/1P1r4/8 b - - 0 58,0,58,1
R7/P7/6k1/2p4p/4n3/1pR3K1/1P1r4/8 w - - 1 59,1,59,1
R7/P7/6k1/2p4p/4n3/1pR2K2/1P1r4/8 b - - 2 59,0,59,1
R7/P7/6k1/2p4p/4n3/1pR2K2/1r6/8 w - - 0 60,1,60,1
R7/P7/6k1/2p4p/4n3/1p3K2/1r6/2R5 b - - 1 60,0,60,1
R7/P7/6k1/2p3np/8/1p3K2/1r6/2R5 w - - 2 61,1,61,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1,1,1
rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,0,1,1
rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,1,2,1
rnbqkbnr/pppp1ppp/8/4p3/2P5/P7/1P1PPPPP/RNBQKBNR b KQkq - 0 2,0,2,1
